id,infinitiv,presens,preteritum,perfektum,inflId
A43824nb,overvåke,overvåker,overvåket,overvåket,P010nb
A43824nb,overvåke,overvåker,overvåkte,overvåkt,P020nb
A66577nb,vanrøkte,vanrøkter,vanrøkta,vanrøkta,P001nb
A66577nb,vanrøkte,vanrøkter,vanrøktet,vanrøktet,P010nb
A9477nb,deflatere,deflaterer,deflaterte,deflatert,P020nb
A21708nb,gyse,gyser,gyste,gyst,P020nb
A47706nb,redoble,redobler,redobla,redobla,P001nb
A47706nb,redoble,redobler,redoblet,redoblet,P010nb
A65349nb,utgjøre,utgjør,utgjorde,utgjort,P126nb
A43089nb,oppstykke,oppstykker,oppstykka,oppstykka,P001nb
A43089nb,oppstykke,oppstykker,oppstykket,oppstykket,P010nb
A43089nb,oppstykke,oppstykker,oppstykte,oppstykt,P021nb
A17074nb,forsøte,forsøter,forsøta,forsøta,P001nb
A17074nb,forsøte,forsøter,forsøtet,forsøtet,P010nb
A49426nb,røyke,røyker,røyka,røyka,P001nb
A49426nb,røyke,røyker,røykte,røykt,P020nb
A49426nb,røke,røker,røket,røket,P010nb
A49426nb,røke,røker,røkte,røkt,P020nb
A8030nb,bukke,bukker,bukka,bukka,P001nb
A8030nb,bukke,bukker,bukket,bukket,P010nb
A2007nb,annonsere,annonserer,annonserte,annonsert,P020nb
A33026nb,kvare,kvarer,kvara,kvara,P001nb
A33026nb,kvare,kvarer,kvaret,kvaret,P010nb
A33026nb,kvare,kvarer,kvarte,kvart,P020nb
A24461nb,hulle,huller,hulla,hulla,P001nb
A24461nb,hulle,huller,hullet,hullet,P010nb
A24461nb,hole,holer,hola,hola,P001nb
A24461nb,hole,holer,holet,holet,P010nb
A7480nb,brette,bretter,bretta,bretta,P001nb
A7480nb,brette,bretter,brettet,brettet,P010nb
A56688nb,stanke,stanker,stanka,stanka,P001nb
A56688nb,stanke,stanker,stanket,stanket,P010nb
A20378nb,gni,gnir,gnidde,gnidd,P040nb
A44519nb,peise,peiser,peisa,peisa,P001nb
A44519nb,peise,peiser,peiset,peiset,P010nb
A44519nb,peise,peiser,peiste,peist,P020nb
A45435nb,polere,polerer,polerte,polert,P020nb
A69449nb,webbe,webber,webba,webba,P001nb
A69449nb,webbe,webber,webbet,webbet,P010nb
A69449nb,vebbe,vebber,vebba,vebba,P001nb
A69449nb,vebbe,vebber,vebbet,vebbet,P010nb
A31846nb,kovne,kovner,kovna,kovna,P001nb
A31846nb,kovne,kovner,kovnet,kovnet,P010nb
A17191nb,fortørne,fortørner,fortørna,fortørna,P001nb
A17191nb,fortørne,fortørner,fortørnet,fortørnet,P010nb
A3797nb,avskrekke,avskrekker,avskrekka,avskrekka,P001nb
A3797nb,avskrekke,avskrekker,avskrekket,avskrekket,P010nb
A61879nb,transponere,transponerer,transponerte,transponert,P020nb
A23181nb,henfalle,henfaller,henfalt,henfalt,P055nb
A51383nb,signe,signer,signa,signa,P001nb
A51383nb,signe,signer,signet,signet,P010nb
A59156nb,sysle,sysler,sysla,sysla,P001nb
A59156nb,sysle,sysler,syslet,syslet,P010nb
A2408nb,applaudere,applauderer,applauderte,applaudert,P020nb
A39444nb,mulktere,mulkterer,mulkterte,mulktert,P020nb
A1865nb,animere,animerer,animerte,animert,P020nb
A14322nb,fenge,fenger,fenga,fenga,P001nb
A14322nb,fenge,fenger,fenget,fenget,P010nb
A14322nb,fenge,fenger,fengte,fengt,P020nb
A14040nb,fatte,fatter,fatta,fatta,P001nb
A14040nb,fatte,fatter,fattet,fattet,P010nb
A20306nb,glore,glorer,glora,glora,P001nb
A20306nb,glore,glorer,gloret,gloret,P010nb
A20306nb,glore,glorer,glorte,glort,P020nb
A35631nb,loe,loer,loa,loa,P001nb
A35631nb,loe,loer,loet,loet,P010nb
A50015nb,samrå,samrår,samrådde,samrådd,P040nb
A34179nb,ledde,ledder,ledda,ledda,P001nb
A34179nb,ledde,ledder,leddet,leddet,P010nb
A17523nb,framleie,framleier,framleide,framleid,P030nb
A17523nb,fremleie,fremleier,fremleide,fremleid,P030nb
A69122nb,vrikke,vrikker,vrikka,vrikka,P001nb
A69122nb,vrikke,vrikker,vrikket,vrikket,P010nb
A20416nb,gnukke,gnukker,gnukka,gnukka,P001nb
A20416nb,gnukke,gnukker,gnukket,gnukket,P010nb
A48943nb,rotfeste,rotfester,rotfesta,rotfesta,P001nb
A48943nb,rotfeste,rotfester,rotfestet,rotfestet,P010nb
A6592nb,blottstille,blottstiller,blottstilte,blottstilt,P021nb
A11019nb,drypptørke,drypptørker,drypptørka,drypptørka,P001nb
A11019nb,drypptørke,drypptørker,drypptørket,drypptørket,P010nb
A11019nb,drypptørre,drypptørrer,drypptørra,drypptørra,P001nb
A11019nb,drypptørre,drypptørrer,drypptørret,drypptørret,P010nb
A27423nb,jage,jager,jaga,jaga,P001nb
A27423nb,jage,jager,jaget,jaget,P010nb
A27423nb,jage,jager,jagde,jagd,P030nb
A16110nb,forebygge,forebygger,forebygget,forebygget,P010nb
A16110nb,forebygge,forebygger,forebygde,forebygd,P031nb
A56045nb,spikke,spikker,spikka,spikka,P001nb
A56045nb,spikke,spikker,spikket,spikket,P010nb
A56319nb,spre,sprer,spredde,spredd,P040nb
A56319nb,spre,sprer,spredte,spredt,P042nb
A56319nb,sprede,spreder,spredte,spredt,P020nb
A56319nb,sprede,spreder,spredde,spredd,P030nb
A2955nb,assortere,assorterer,assorterte,assortert,P020nb
A27412nb,jabbe,jabber,jabba,jabba,P001nb
A27412nb,jabbe,jabber,jabbet,jabbet,P010nb
A8374nb,bylte,bylter,bylta,bylta,P001nb
A8374nb,bylte,bylter,byltet,byltet,P010nb
A43645nb,overkompensere,overkompenserer,overkompenserte,overkompensert,P020nb
A32015nb,kreke,kreker,kreka,kreka,P001nb
A32015nb,kreke,kreker,kreket,kreket,P010nb
A32015nb,kreke,kreker,krekte,krekt,P020nb
A35778nb,loppe,lopper,loppa,loppa,P001nb
A35778nb,loppe,lopper,loppet,loppet,P010nb
A26856nb,installere,installerer,installerte,installert,P020nb
A60588nb,tidfeste,tidfester,tidfesta,tidfesta,P001nb
A60588nb,tidfeste,tidfester,tidfestet,tidfestet,P010nb
A16976nb,forstumme,forstummer,forstumma,forstumma,P002nb
A16976nb,forstumme,forstummer,forstummet,forstummet,P010nb
A48327nb,retirere,retirerer,retirerte,retirert,P020nb
A43114nb,opptegne,opptegner,opptegna,opptegna,P001nb
A43114nb,opptegne,opptegner,opptegnet,opptegnet,P010nb
A20260nb,glime,glimer,glimte,glimt,P020nb
A97309nb,konseptualisere,konseptualiserer,konseptualiserte,konseptualisert,P020nb
A58119nb,støye,støyer,støya,støya,P001nb
A58119nb,støye,støyer,støyet,støyet,P010nb
A58119nb,støye,støyer,støyde,støyd,P030nb
A33622nb,lamme,lammer,lamma,lamma,P002nb
A33622nb,lamme,lammer,lammet,lammet,P010nb
A17129nb,fortinne,fortinner,fortinna,fortinna,P001nb
A17129nb,fortinne,fortinner,fortinnet,fortinnet,P010nb
A32613nb,kule,kuler,kula,kula,P001nb
A32613nb,kule,kuler,kulet,kulet,P010nb
A32613nb,kule,kuler,kulte,kult,P020nb
A66274nb,valke,valker,valka,valka,P001nb
A66274nb,valke,valker,valket,valket,P010nb
A31155nb,konfiskere,konfiskerer,konfiskerte,konfiskert,P020nb
A7505nb,brevveksle,brevveksler,brevveksla,brevveksla,P001nb
A7505nb,brevveksle,brevveksler,brevvekslet,brevvekslet,P010nb
A100288nb,ferdigstille,ferdigstiller,ferdigstilte,ferdigstilt,P021nb
A8159nb,bure,burer,bura,bura,P001nb
A8159nb,bure,burer,buret,buret,P010nb
A8159nb,bure,burer,burte,burt,P020nb
A30090nb,klikke,klikker,klikka,klikka,P001nb
A30090nb,klikke,klikker,klikket,klikket,P010nb
A29879nb,klakke,klakker,klakka,klakka,P001nb
A29879nb,klakke,klakker,klakket,klakket,P010nb
A53308nb,skole,skoler,skolte,skolt,P020nb
A15329nb,flense,flenser,flensa,flensa,P001nb
A15329nb,flense,flenser,flenset,flenset,P010nb
A45604nb,poppe,popper,poppa,poppa,P001nb
A45604nb,poppe,popper,poppet,poppet,P010nb
A24865nb,hvitvaske,hvitvasker,hvitvaska,hvitvaska,P001nb
A24865nb,hvitvaske,hvitvasker,hvitvasket,hvitvasket,P010nb
A24865nb,kvitvaske,kvitvasker,kvitvaska,kvitvaska,P001nb
A24865nb,kvitvaske,kvitvasker,kvitvasket,kvitvasket,P010nb
A99871nb,grisebanke,grisebanker,grisebanka,grisebanka,P001nb
A99871nb,grisebanke,grisebanker,grisebanket,grisebanket,P010nb
A18450nb,fuse,fuser,fuste,fust,P020nb
A31683nb,korrodere,korroderer,korroderte,korrodert,P020nb
A47478nb,rapse,rapser,rapsa,rapsa,P001nb
A47478nb,rapse,rapser,rapset,rapset,P010nb
A12106nb,eksponere,eksponerer,eksponerte,eksponert,P020nb
A70488nb,style,styler,styla,styla,P001nb
A70488nb,style,styler,stylet,stylet,P010nb
A51729nb,sisle,sisler,sisla,sisla,P001nb
A51729nb,sisle,sisler,sislet,sislet,P010nb
A10346nb,distingvere,distingverer,distingverte,distingvert,P020nb
A11206nb,duplisere,dupliserer,dupliserte,duplisert,P020nb
A20697nb,granulere,granulerer,granulerte,granulert,P020nb
A58195nb,sublimere,sublimerer,sublimerte,sublimert,P020nb
A19989nb,gjære,gjærer,gjæra,gjæra,P001nb
A19989nb,gjære,gjærer,gjæret,gjæret,P010nb
A19989nb,gjære,gjærer,gjærte,gjært,P020nb
A15521nb,flukte,flukter,flukta,flukta,P001nb
A15521nb,flukte,flukter,fluktet,fluktet,P010nb
A5499nb,beslutte,beslutter,beslutta,beslutta,P001nb
A5499nb,beslutte,beslutter,besluttet,besluttet,P010nb
A60832nb,tilkople,tilkopler,tilkopla,tilkopla,P001nb
A60832nb,tilkople,tilkopler,tilkoplet,tilkoplet,P010nb
A60832nb,tilkoble,tilkobler,tilkobla,tilkobla,P001nb
A60832nb,tilkoble,tilkobler,tilkoblet,tilkoblet,P010nb
A70044nb,promotere,promoterer,promoterte,promotert,P020nb
A24829nb,hviske,hvisker,hviska,hviska,P001nb
A24829nb,hviske,hvisker,hvisket,hvisket,P010nb
A47547nb,ratifisere,ratifiserer,ratifiserte,ratifisert,P020nb
A43005nb,opprøre,opprører,opprørte,opprørt,P020nb
A63474nb,tøyle,tøyler,tøyla,tøyla,P001nb
A63474nb,tøyle,tøyler,tøylet,tøylet,P010nb
A35147nb,like,liker,lika,lika,P001nb
A35147nb,like,liker,liket,liket,P010nb
A35147nb,like,liker,likte,likt,P020nb
A39171nb,mortifisere,mortifiserer,mortifiserte,mortifisert,P020nb
A19698nb,gitre,gitrer,gitra,gitra,P001nb
A19698nb,gitre,gitrer,gitret,gitret,P010nb
A52460nb,skamklippe,skamklipper,skamklippa,skamklippa,P001nb
A52460nb,skamklippe,skamklipper,skamklippet,skamklippet,P010nb
A52460nb,skamklippe,skamklipper,skamklipte,skamklipt,P021nb
A42532nb,opplive,oppliver,oppliva,oppliva,P001nb
A42532nb,opplive,oppliver,opplivet,opplivet,P010nb
A9192nb,damascere,damascerer,damascerte,damascert,P020nb
A23754nb,hjemføre,hjemfører,hjemførte,hjemført,P020nb
A23754nb,heimføre,heimfører,heimførte,heimført,P020nb
A32915nb,kute,kuter,kuta,kuta,P001nb
A32915nb,kute,kuter,kutet,kutet,P010nb
A32915nb,kute,kuter,kutte,kutt,P020nb
A32345nb,krulle,kruller,krulla,krulla,P001nb
A32345nb,krulle,kruller,krullet,krullet,P010nb
A32202nb,kristne,kristner,kristna,kristna,P001nb
A32202nb,kristne,kristner,kristnet,kristnet,P010nb
A24932nb,hygge,hygger,hygga,hygga,P001nb
A24932nb,hygge,hygger,hygget,hygget,P010nb
A24932nb,hygge,hygger,hygde,hygd,P031nb
A15260nb,flasse,flasser,flassa,flassa,P001nb
A15260nb,flasse,flasser,flasset,flasset,P010nb
A47462nb,rappe,rapper,rappa,rappa,P001nb
A47462nb,rappe,rapper,rappet,rappet,P010nb
A17736nb,frekventere,frekventerer,frekventerte,frekventert,P020nb
A9221nb,dampe,damper,dampa,dampa,P001nb
A9221nb,dampe,damper,dampet,dampet,P010nb
A55565nb,somle,somler,somla,somla,P001nb
A55565nb,somle,somler,somlet,somlet,P010nb
A23556nb,hikste,hikster,hiksta,hiksta,P001nb
A23556nb,hikste,hikster,hikstet,hikstet,P010nb
A53095nb,skjolde,skjolder,skjolda,skjolda,P001nb
A53095nb,skjolde,skjolder,skjoldet,skjoldet,P010nb
A66271nb,validere,validerer,validerte,validert,P020nb
A47142nb,påtenne,påtenner,påtente,påtent,P021nb
A9493nb,degenerere,degenererer,degenererte,degenerert,P020nb
A928nb,åke,åker,åkte,åkt,P020nb
A15323nb,flektere,flekterer,flekterte,flektert,P020nb
A9714nb,demonstrere,demonstrerer,demonstrerte,demonstrert,P020nb
A13263nb,etterfylle,etterfyller,etterfylte,etterfylt,P021nb
A31473nb,kontre,kontrer,kontra,kontra,P001nb
A31473nb,kontre,kontrer,kontret,kontret,P010nb
A7434nb,brenne,brenner,brente,brent,P021nb
A45673nb,portrettere,portretterer,portretterte,portrettert,P020nb
A12172nb,ekstrapolere,ekstrapolerer,ekstrapolerte,ekstrapolert,P020nb
A39795nb,mæte,mæter,mætte,mætt,P020nb
A65666nb,utrope,utroper,utropte,utropt,P020nb
A22555nb,hauke,hauker,hauka,hauka,P001nb
A22555nb,hauke,hauker,hauket,hauket,P010nb
A54143nb,skårlegge,skårlegger,skårla,skårlagt,P104nb
A42419nb,oppfylle,oppfyller,oppfylte,oppfylt,P021nb
A33082nb,kvege,kveger,kvega,kvega,P001nb
A33082nb,kvege,kveger,kveget,kveget,P010nb
A61270nb,tjære,tjærer,tjæra,tjæra,P001nb
A61270nb,tjære,tjærer,tjæret,tjæret,P010nb
A33558nb,lakke,lakker,lakka,lakka,P001nb
A33558nb,lakke,lakker,lakket,lakket,P010nb
A54837nb,smitte,smitter,smitta,smitta,P001nb
A54837nb,smitte,smitter,smittet,smittet,P010nb
A35386nb,liste,lister,lista,lista,P001nb
A35386nb,liste,lister,listet,listet,P010nb
A26606nb,innplante,innplanter,innplanta,innplanta,P001nb
A26606nb,innplante,innplanter,innplantet,innplantet,P010nb
A21620nb,gurgle,gurgler,gurgla,gurgla,P001nb
A21620nb,gurgle,gurgler,gurglet,gurglet,P010nb
A50122nb,sanke,sanker,sanka,sanka,P001nb
A50122nb,sanke,sanker,sanket,sanket,P010nb
A48547nb,rikle,rikler,rikla,rikla,P001nb
A48547nb,rikle,rikler,riklet,riklet,P010nb
A178nb,adherere,adhererer,adhererte,adherert,P020nb
A55965nb,spenne,spenner,spente,spent,P021nb
A29186nb,kikke,kikker,kikka,kikka,P001nb
A29186nb,kikke,kikker,kikket,kikket,P010nb
A32927nb,kuvende,kuvender,kuvendte,kuvendt,P020nb
A11436nb,dysse,dysser,dyssa,dyssa,P001nb
A11436nb,dysse,dysser,dysset,dysset,P010nb
A13252nb,etterape,etteraper,etterapa,etterapa,P001nb
A13252nb,etterape,etteraper,etterapet,etterapet,P010nb
A13252nb,etterape,etteraper,etterapte,etterapt,P020nb
A22164nb,hamre,hamrer,hamra,hamra,P001nb
A22164nb,hamre,hamrer,hamret,hamret,P010nb
A25854nb,ilske,ilsker,ilska,ilska,P001nb
A25854nb,ilske,ilsker,ilsket,ilsket,P010nb
A58699nb,sveve,svever,sveva,sveva,P001nb
A58699nb,sveve,svever,svevet,svevet,P010nb
A58699nb,sveve,svever,svevde,svevd,P030nb
A54456nb,slinde,slinder,slinda,slinda,P001nb
A54456nb,slinde,slinder,slindet,slindet,P010nb
A54456nb,slindre,slindrer,slindra,slindra,P001nb
A54456nb,slindre,slindrer,slindret,slindret,P010nb
A10527nb,dokke,dokker,dokka,dokka,P001nb
A10527nb,dokke,dokker,dokket,dokket,P010nb
A17082nb,fortape,fortaper,fortapte,fortapt,P020nb
A61843nb,transittere,transitterer,transitterte,transittert,P020nb
A54547nb,slubre,slubrer,slubra,slubra,P001nb
A54547nb,slubre,slubrer,slubret,slubret,P010nb
A52422nb,skalere,skalerer,skalerte,skalert,P020nb
A49247nb,rygge,rygger,rygga,rygga,P001nb
A49247nb,rygge,rygger,rygget,rygget,P010nb
A46016nb,preparere,preparerer,preparerte,preparert,P020nb
A60788nb,tilgrise,tilgriser,tilgrisa,tilgrisa,P001nb
A60788nb,tilgrise,tilgriser,tilgriset,tilgriset,P010nb
A60788nb,tilgrise,tilgriser,tilgriste,tilgrist,P020nb
A106564nb,komplementere,komplementerer,komplementerte,komplementert,P020nb
A17654nb,fraskjøte,fraskjøter,fraskjøta,fraskjøta,P001nb
A17654nb,fraskjøte,fraskjøter,fraskjøtet,fraskjøtet,P010nb
A17654nb,fraskjøte,fraskjøter,fraskjøtte,fraskjøtt,P020nb
A62781nb,tufte,tufter,tufta,tufta,P001nb
A62781nb,tufte,tufter,tuftet,tuftet,P010nb
A16959nb,forstille,forstiller,forstilte,forstilt,P021nb
A42757nb,øre,ører,ørte,ørt,P020nb
A33337nb,kyle,kyler,kylte,kylt,P020nb
A6902nb,bolne,bolner,bolna,bolna,P001nb
A6902nb,bolne,bolner,bolnet,bolnet,P010nb
A65544nb,utlåne,utlåner,utlånte,utlånt,P020nb
A9942nb,determinere,determinerer,determinerte,determinert,P020nb
A17192nb,fortøye,fortøyer,fortøyde,fortøyd,P030nb
A49605nb,safe,safer,safa,safa,P001nb
A49605nb,safe,safer,safet,safet,P010nb
A49605nb,seife,seifer,seifa,seifa,P001nb
A49605nb,seife,seifer,seifet,seifet,P010nb
A55660nb,sortere,sorterer,sorterte,sortert,P020nb
A9604nb,dele,deler,delte,delt,P020nb
A7642nb,brosjere,brosjerer,brosjerte,brosjert,P020nb
A11136nb,dulle,duller,dulla,dulla,P001nb
A11136nb,dulle,duller,dullet,dullet,P010nb
A22417nb,hardtrene,hardtrener,hardtrena,hardtrena,P001nb
A22417nb,hardtrene,hardtrener,hardtrenet,hardtrenet,P010nb
A22417nb,hardtrene,hardtrener,hardtrente,hardtrent,P020nb
A16647nb,fornikle,fornikler,fornikla,fornikla,P001nb
A16647nb,fornikle,fornikler,forniklet,forniklet,P010nb
A54553nb,sluffe,sluffer,sluffa,sluffa,P001nb
A54553nb,sluffe,sluffer,sluffet,sluffet,P010nb
A33008nb,kvamne,kvamner,kvamna,kvamna,P001nb
A33008nb,kvamne,kvamner,kvamnet,kvamnet,P010nb
A57102nb,stifte,stifter,stifta,stifta,P001nb
A57102nb,stifte,stifter,stiftet,stiftet,P010nb
A63174nb,twiste,twister,twista,twista,P001nb
A63174nb,twiste,twister,twistet,twistet,P010nb
A60951nb,tilstille,tilstiller,tilstilte,tilstilt,P021nb
A2946nb,assimilere,assimilerer,assimilerte,assimilert,P020nb
A2628nb,argumentere,argumenterer,argumenterte,argumentert,P020nb
A47353nb,raljere,raljerer,raljerte,raljert,P020nb
A15942nb,forbause,forbauser,forbausa,forbausa,P001nb
A15942nb,forbause,forbauser,forbauset,forbauset,P010nb
A50237nb,satse,satser,satsa,satsa,P001nb
A50237nb,satse,satser,satset,satset,P010nb
A5693nb,beundre,beundrer,beundra,beundra,P001nb
A5693nb,beundre,beundrer,beundret,beundret,P010nb
A39449nb,mulre,mulrer,mulra,mulra,P001nb
A39449nb,mulre,mulrer,mulret,mulret,P010nb
A31518nb,konvoiere,konvoierer,konvoierte,konvoiert,P020nb
A20424nb,gnåle,gnåler,gnålte,gnålt,P020nb
A21245nb,gruse,gruser,grusa,grusa,P001nb
A21245nb,gruse,gruser,gruset,gruset,P010nb
A48449nb,reversere,reverserer,reverserte,reversert,P020nb
A3953nb,avverge,avverger,avverga,avverga,P001nb
A3953nb,avverge,avverger,avverget,avverget,P010nb
A45791nb,postulere,postulerer,postulerte,postulert,P020nb
A19792nb,gjeninnføre,gjeninnfører,gjeninnførte,gjeninnført,P020nb
A13279nb,etterisolere,etterisolerer,etterisolerte,etterisolert,P020nb
A9863nb,desinformere,desinformerer,desinformerte,desinformert,P020nb
A8902nb,clutche,clutcher,clutcha,clutcha,P001nb
A8902nb,clutche,clutcher,clutchet,clutchet,P010nb
A8902nb,kløtsje,kløtsjer,kløtsja,kløtsja,P001nb
A8902nb,kløtsje,kløtsjer,kløtsjet,kløtsjet,P010nb
A63055nb,tvangsfôre,tvangsfôrer,tvangsfôra,tvangsfôra,P001nb
A63055nb,tvangsfôre,tvangsfôrer,tvangsfôret,tvangsfôret,P010nb
A63055nb,tvangsfôre,tvangsfôrer,tvangsfôrte,tvangsfôrt,P020nb
A44261nb,parsellere,parsellerer,parsellerte,parsellert,P020nb
A41217nb,nudde,nudder,nudda,nudda,P001nb
A41217nb,nudde,nudder,nuddet,nuddet,P010nb
A3362nb,avbestille,avbestiller,avbestilte,avbestilt,P021nb
A20089nb,glane,glaner,glante,glant,P020nb
A23033nb,hellige,helliger,helliga,helliga,P001nb
A23033nb,hellige,helliger,helliget,helliget,P010nb
A19158nb,garnere,garnerer,garnerte,garnert,P020nb
A61387nb,tollbehandle,tollbehandler,tollbehandla,tollbehandla,P001nb
A61387nb,tollbehandle,tollbehandler,tollbehandlet,tollbehandlet,P010nb
A53559nb,skremme,skremmer,skremte,skremt,P022nb
A7840nb,bryne,bryner,brynte,brynt,P020nb
A65627nb,utprøve,utprøver,utprøvde,utprøvd,P030nb
A68191nb,videreutdanne,videreutdanner,videreutdanna,videreutdanna,P001nb
A68191nb,videreutdanne,videreutdanner,videreutdannet,videreutdannet,P010nb
A6322nb,bleige,bleiger,bleigde,bleigd,P030nb
A34586nb,løye,løyer,løya,løya,P001nb
A34586nb,løye,løyer,løyet,løyet,P010nb
A70692nb,hybridisere,hybridiserer,hybridiserte,hybridisert,P020nb
A3744nb,avsanne,avsanner,avsanna,avsanna,P001nb
A3744nb,avsanne,avsanner,avsannet,avsannet,P010nb
A15092nb,fjolle,fjoller,fjolla,fjolla,P001nb
A15092nb,fjolle,fjoller,fjollet,fjollet,P010nb
A5312nb,beordre,beordrer,beordra,beordra,P001nb
A5312nb,beordre,beordrer,beordret,beordret,P010nb
A62788nb,tukle,tukler,tukla,tukla,P001nb
A62788nb,tukle,tukler,tuklet,tuklet,P010nb
A40219nb,nate,nater,nata,nata,P001nb
A40219nb,nate,nater,natet,natet,P010nb
A17934nb,frese,freser,freste,frest,P020nb
A42128nb,ominnrede,ominnreder,ominnreda,ominnreda,P001nb
A42128nb,ominnrede,ominnreder,ominnredet,ominnredet,P010nb
A55461nb,sole,soler,sola,sola,P001nb
A55461nb,sole,soler,solet,solet,P010nb
A55461nb,sole,soler,solte,solt,P020nb
A26881nb,instrumentere,instrumenterer,instrumenterte,instrumentert,P020nb
A5632nb,betenke,betenker,betenkte,betenkt,P020nb
A31481nb,kontrollere,kontrollerer,kontrollerte,kontrollert,P020nb
A70486nb,stunte,stunter,stunta,stunta,P001nb
A70486nb,stunte,stunter,stuntet,stuntet,P010nb
A24576nb,hundse,hundser,hundsa,hundsa,P001nb
A24576nb,hundse,hundser,hundset,hundset,P010nb
A8264nb,by,byr,bydde,bydd,P040nb
A8264nb,byde,byder,bydde,bydd,P030nb
A47422nb,rangle,rangler,rangla,rangla,P001nb
A47422nb,rangle,rangler,ranglet,ranglet,P010nb
A37867nb,menge,menger,menga,menga,P001nb
A37867nb,menge,menger,menget,menget,P010nb
A37867nb,menge,menger,mengte,mengt,P020nb
A65426nb,utjevne,utjevner,utjevna,utjevna,P001nb
A65426nb,utjevne,utjevner,utjevnet,utjevnet,P010nb
A65426nb,utjamne,utjamner,utjamna,utjamna,P001nb
A65426nb,utjamne,utjamner,utjamnet,utjamnet,P010nb
A47783nb,regenerere,regenererer,regenererte,regenerert,P020nb
A69253nb,væske,væsker,væska,væska,P001nb
A69253nb,væske,væsker,væsket,væsket,P010nb
A65635nb,utradere,utraderer,utraderte,utradert,P020nb
A3723nb,avrette,avretter,avretta,avretta,P001nb
A3723nb,avrette,avretter,avrettet,avrettet,P010nb
A4865nb,bedømme,bedømmer,bedømte,bedømt,P022nb
A60799nb,tilhylle,tilhyller,tilhylla,tilhylla,P001nb
A60799nb,tilhylle,tilhyller,tilhyllet,tilhyllet,P010nb
A6935nb,bomme,bommer,bomma,bomma,P002nb
A6935nb,bomme,bommer,bommet,bommet,P010nb
A56112nb,spionere,spionerer,spionerte,spionert,P020nb
A36137nb,lute,luter,luta,luta,P001nb
A36137nb,lute,luter,lutet,lutet,P010nb
A24754nb,hute,huter,huta,huta,P001nb
A24754nb,hute,huter,hutet,hutet,P010nb
A60250nb,telne,telner,telna,telna,P001nb
A60250nb,telne,telner,telnet,telnet,P010nb
A21071nb,grovmale,grovmaler,grovmalte,grovmalt,P020nb
A18817nb,føyke,føyker,føyka,føyka,P001nb
A18817nb,føyke,føyker,føyket,føyket,P010nb
A18817nb,føyke,føyker,føykte,føykt,P020nb
A66633nb,varde,varder,varda,varda,P001nb
A66633nb,varde,varder,vardet,vardet,P010nb
A66293nb,valpe,valper,valpa,valpa,P001nb
A66293nb,valpe,valper,valpet,valpet,P010nb
A67568nb,vende,vender,vendte,vendt,P020nb
A30317nb,klynge,klynger,klynga,klynga,P001nb
A30317nb,klynge,klynger,klynget,klynget,P010nb
A44469nb,pausere,pauserer,pauserte,pausert,P020nb
A40601nb,neie,neier,neide,neid,P030nb
A3711nb,avpasse,avpasser,avpassa,avpassa,P001nb
A3711nb,avpasse,avpasser,avpasset,avpasset,P010nb
A9569nb,deklarere,deklarerer,deklarerte,deklarert,P020nb
A54375nb,slemme,slemmer,slemma,slemma,P002nb
A54375nb,slemme,slemmer,slemmet,slemmet,P010nb
A32510nb,krøple,krøpler,krøpla,krøpla,P001nb
A32510nb,krøple,krøpler,krøplet,krøplet,P010nb
A67087nb,vedrøre,vedrører,vedrørte,vedrørt,P020nb
A53044nb,skjende,skjender,skjenda,skjenda,P001nb
A53044nb,skjende,skjender,skjendet,skjendet,P010nb
A59084nb,synkronisere,synkroniserer,synkroniserte,synkronisert,P020nb
A53180nb,skjørne,skjørner,skjørna,skjørna,P001nb
A53180nb,skjørne,skjørner,skjørnet,skjørnet,P010nb
A52946nb,skive,skiver,skiva,skiva,P001nb
A52946nb,skive,skiver,skivet,skivet,P010nb
A20069nb,gla,glar,gladde,gladd,P040nb
A16711nb,forpuppe,forpupper,forpuppa,forpuppa,P001nb
A16711nb,forpuppe,forpupper,forpuppet,forpuppet,P010nb
A31710nb,korslegge,korslegger,korsla,korslagt,P104nb
A3585nb,avkle,avkler,avkledde,avkledd,P040nb
A23259nb,henstille,henstiller,henstilte,henstilt,P021nb
A44686nb,perkolere,perkolerer,perkolerte,perkolert,P020nb
A26603nb,innpassere,innpasserer,innpasserte,innpassert,P020nb
A58021nb,styrtblø,styrtblør,styrtblødde,styrtblødd,P040nb
A58730nb,svikte,svikter,svikta,svikta,P001nb
A58730nb,svikte,svikter,sviktet,sviktet,P010nb
A15707nb,flå,flår,flådde,flådd,P040nb
A50443nb,seire,seirer,seira,seira,P001nb
A50443nb,seire,seirer,seiret,seiret,P010nb
A53930nb,skvise,skviser,skvisa,skvisa,P001nb
A53930nb,skvise,skviser,skviset,skviset,P010nb
A53930nb,skvise,skviser,skviste,skvist,P020nb
A30597nb,knupse,knupser,knupsa,knupsa,P001nb
A30597nb,knupse,knupser,knupset,knupset,P010nb
A48641nb,ripe,riper,ripa,ripa,P001nb
A48641nb,ripe,riper,ripet,ripet,P010nb
A48641nb,ripe,riper,ripte,ript,P020nb
A10603nb,domisiliere,domisilierer,domisilierte,domisiliert,P020nb
A47490nb,rase,raser,raste,rast,P020nb
A26515nb,innklarere,innklarerer,innklarerte,innklarert,P020nb
A26804nb,innynde,innynder,innynda,innynda,P001nb
